Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST06119,23,Male,Uttar Pradesh,CSE,Tier-3,7.24,79.65,246,24,43,3,2,5,124.0,787,39.0,2,1820,6,43,No,3,Not Placed,0.0
ST06120,18,Female,Bihar,IT,Tier-2,6.93,73.22,194,25,60,4,0,7,193.0,656,0.0,3,1802,0,58,No,2,Placed,11.94
ST06121,19,Male,Telangana,Civil,Tier-2,6.79,61.03,185,40,81,2,0,1,77.0,427,42.0,3,741,17,71,No,1,Not Placed,0.0
ST06122,21,Male,Haryana,IT,Tier-2,6.5,88.28,213,21,34,2,0,4,100.0,632,7.0,1,1530,19,45,No,1,Not Placed,0.0
ST06123,22,Male,Kerala,AIML,Tier-3,7.06,70.57,239,51,35,6,0,5,73.0,431,5.0,5,1562,26,44,No,3,Placed,5.07
ST06124,20,Male,Tamil Nadu,Chemical,Tier-2,6.21,63.64,135,40,79,2,2,2,41.0,318,57.0,1,799,11,67,No,2,Not Placed,0.0
ST06125,19,Female,Kerala,Mechanical,Tier-2,8.26,65.55,154,74,69,7,0,3,60.0,285,51.0,2,817,19,49,No,1,Placed,6.86
ST06126,20,Female,Uttar Pradesh,IT,Tier-3,6.78,80.29,158,42,52,4,2,4,104.0,488,,0,1334,24,53,No,4,Not Placed,0.0
ST06127,20,Female,Maharashtra,Mechanical,Tier-2,8.23,68.9,232,32,61,2,1,7,51.0,309,47.0,2,779,5,57,No,1,Not Placed,0.0
ST06128,18,Male,Gujarat,EEE,Tier-2,6.79,68.14,110,45,65,3,2,3,24.0,243,70.0,2,617,9,56,No,5,Placed,7.77
ST06129,21,Male,Haryana,Civil,Tier-1,8.08,77.28,188,45,66,3,1,4,91.0,457,46.0,3,817,23,58,Yes,4,Not Placed,0.0
ST06130,19,Male,Telangana,CSE,Tier-3,6.16,54.77,169,32,50,2,1,4,312.0,1002,28.0,3,1089,23,47,No,1,Not Placed,0.0
ST06131,20,Female,Karnataka,ECE,Tier-3,6.81,76.65,79,42,69,1,0,1,36.0,332,42.0,0,454,16,62,Yes,1,Not Placed,0.0
ST06132,22,Male,Delhi,Mechanical,Tier-1,7.31,66.23,169,28,39,3,0,2,68.0,433,29.0,0,911,4,37,No,0,Not Placed,0.0
ST06133,22,Male,Rajasthan,Chemical,Tier-3,7.56,80.88,266,47,68,1,1,2,82.0,384,32.0,0,964,20,65,No,2,Placed,3.49
ST06134,20,Male,West Bengal,EEE,Tier-1,6.68,72.51,241,43,44,1,0,2,72.0,574,31.0,2,806,10,46,No,1,Placed,8.93
ST06135,20,Female,Tamil Nadu,CSE,Tier-3,8.58,84.61,194,51,71,4,1,5,212.0,614,37.0,4,1945,16,55,No,2,Placed,11.63
ST06136,20,Male,Uttar Pradesh,Chemical,Tier-1,7.73,75.32,202,16,61,3,0,4,73.0,407,29.0,4,876,17,64,No,2,Placed,8.94
ST06137,24,Male,Andhra Pradesh,ECE,Tier-2,7.44,80.16,127,41,51,3,0,0,61.0,355,14.0,2,702,22,53,No,4,Placed,9.47
ST06138,20,Female,Karnataka,ECE,Tier-3,6.11,71.91,130,13,31,2,0,2,59.0,358,24.0,2,830,27,44,No,1,Not Placed,0.0
ST06139,20,Male,Haryana,AIML,Tier-2,7.76,73.58,206,25,68,3,0,6,146.0,848,32.0,3,1617,22,62,No,1,Placed,5.87
ST06140,21,Female,Maharashtra,Mechanical,Tier-3,8.28,78.05,143,30,55,5,0,7,35.0,385,53.0,1,447,26,47,Yes,7,Not Placed,0.0
ST06141,20,Male,Telangana,ECE,Tier-3,6.56,50.0,74,32,48,2,0,2,27.0,194,52.0,6,561,6,42,No,4,Not Placed,0.0
ST06142,20,Female,Kerala,Chemical,Tier-2,6.99,67.72,96,33,42,5,0,2,34.0,262,0.0,3,275,28,48,No,1,Not Placed,0.0
ST06143,19,Female,Andhra Pradesh,ECE,Tier-1,7.53,81.53,152,60,78,5,0,1,39.0,246,32.0,1,763,21,78,Yes,4,Placed,8.86
ST06144,22,Male,Rajasthan,CSE,Tier-3,7.08,62.87,155,49,46,3,1,3,90.0,465,12.0,1,1105,14,40,Yes,6,Placed,8.07
ST06145,21,Female,Karnataka,Mechanical,Tier-2,6.69,66.49,100,51,49,3,0,5,61.0,288,11.0,1,528,15,50,No,3,Not Placed,0.0
ST06146,22,Male,Uttar Pradesh,CSE,Tier-2,7.84,63.63,234,53,73,6,0,6,229.0,1152,14.0,2,1679,21,63,Yes,0,Placed,47.65
ST06147,22,Male,Gujarat,AIML,Tier-2,8.5,63.95,250,31,64,4,3,8,275.0,1112,30.0,4,1667,24,60,Yes,3,Placed,38.77
ST06148,20,Male,Kerala,Chemical,Tier-2,7.44,70.24,105,30,91,4,2,4,27.0,326,30.0,6,770,21,71,No,2,Not Placed,0.0
ST06149,23,Male,West Bengal,Chemical,Tier-2,6.73,73.56,130,1,57,3,0,5,36.0,194,22.0,1,565,17,47,No,1,Not Placed,0.0
ST06150,22,Male,Karnataka,Mechanical,Tier-3,6.4,67.62,39,33,81,0,1,1,25.0,334,53.0,2,434,10,68,No,0,Not Placed,0.0
ST06151,22,Male,Karnataka,AIML,Tier-2,9.56,70.85,289,72,63,3,5,8,171.0,661,24.0,4,2332,24,64,Yes,2,Placed,13.29
ST06152,22,Female,Haryana,Mechanical,Tier-3,6.97,63.1,80,38,61,3,1,3,27.0,185,10.0,0,333,11,58,No,1,Placed,4.54
ST06153,21,Female,Andhra Pradesh,EEE,Tier-2,7.93,67.63,126,28,57,2,1,1,28.0,323,29.0,2,518,17,63,No,2,Placed,7.23
ST06154,20,Male,Karnataka,ECE,Tier-1,6.33,67.2,146,22,72,0,0,4,,477,55.0,2,911,16,63,No,4,Placed,9.39
ST06155,21,Male,Telangana,ECE,Tier-3,6.71,63.8,61,41,64,3,0,3,14.0,100,13.0,2,391,11,60,No,4,Not Placed,0.0
ST06156,19,Male,Maharashtra,ECE,Tier-3,8.26,83.13,94,38,50,6,1,1,35.0,203,9.0,0,634,19,51,No,2,Placed,8.94
ST06157,21,Male,Maharashtra,IT,Tier-3,6.6,65.11,191,47,40,5,0,2,82.0,331,8.0,3,1340,19,53,Yes,4,Not Placed,0.0
ST06158,19,Female,Madhya Pradesh,ECE,Tier-2,6.8,67.32,80,46,47,0,1,4,35.0,274,51.0,0,599,9,46,Yes,4,Not Placed,0.0
ST06159,18,Other,Andhra Pradesh,CSE,Tier-2,7.8,77.67,213,39,60,4,2,4,73.0,599,37.0,6,1575,25,71,Yes,6,Placed,5.03
ST06160,24,Male,Karnataka,Civil,Tier-1,7.19,57.75,165,24,59,1,0,5,44.0,294,59.0,3,592,21,56,No,3,Placed,9.79
ST06161,22,Male,Kerala,Civil,Tier-3,7.81,84.59,125,49,52,5,0,4,55.0,216,34.0,2,806,21,49,No,3,Not Placed,0.0
ST06162,21,Male,Assam,IT,Tier-3,6.79,76.5,208,27,60,6,4,6,148.0,506,42.0,1,1528,24,58,No,1,Placed,10.18
ST06163,20,Male,Kerala,Chemical,Tier-2,7.41,78.32,266,46,62,2,0,0,63.0,552,53.0,3,1166,10,53,No,2,Placed,8.92
ST06164,21,Male,Rajasthan,Mechanical,Tier-2,8.05,69.58,225,51,70,3,0,0,53.0,405,48.0,2,703,26,58,Yes,8,Placed,2.76
ST06165,23,Male,Odisha,Civil,Tier-3,6.96,65.21,101,30,52,2,2,2,62.0,315,42.0,2,788,26,53,No,0,Not Placed,0.0
ST06166,22,Male,Karnataka,Civil,Tier-2,6.43,65.3,61,54,43,1,0,5,43.0,146,41.0,2,605,19,48,No,3,Not Placed,0.0
ST06167,21,Male,Kerala,IT,Tier-2,7.13,69.08,229,34,49,5,3,5,127.0,853,48.0,2,1296,6,62,No,1,Placed,12.41
ST06168,21,Female,Tamil Nadu,Mechanical,Tier-2,6.65,79.16,81,48,63,1,1,1,44.0,164,39.0,1,837,19,45,No,3,Not Placed,0.0
ST06169,20,Female,Maharashtra,CSE,Tier-2,7.08,58.0,265,48,73,4,1,4,146.0,848,22.0,2,1897,14,61,Yes,1,Not Placed,0.0
ST06170,22,Male,Maharashtra,Chemical,Tier-2,7.5,82.15,112,36,58,4,1,2,27.0,553,41.0,1,475,16,58,No,4,Not Placed,0.0
ST06171,25,Male,Karnataka,EEE,Tier-2,7.5,71.53,85,25,45,3,3,2,32.0,234,19.0,3,536,23,48,Yes,2,Placed,7.29
ST06172,21,Female,Punjab,Mechanical,Tier-2,8.27,83.01,312,45,63,2,4,8,98.0,495,40.0,3,1036,16,56,Yes,5,Placed,5.73
ST06173,21,Male,Madhya Pradesh,IT,Tier-2,6.83,73.58,200,46,78,4,2,7,197.0,1039,35.0,7,1542,25,62,Yes,3,Placed,12.0
ST06174,21,Female,Maharashtra,CSE,Tier-2,7.48,77.45,317,37,59,4,0,4,128.0,555,36.0,3,1798,17,53,Yes,8,Placed,21.62
ST06175,21,Male,Haryana,CSE,Tier-3,8.51,82.94,198,42,35,9,1,6,85.0,502,10.0,4,1703,11,35,Yes,1,Placed,8.48
ST06176,25,Female,Rajasthan,CSE,Tier-2,7.78,73.07,237,48,33,4,0,8,110.0,530,3.0,2,2037,10,48,No,5,Placed,9.54
ST06177,22,Male,Maharashtra,ECE,Tier-1,8.55,69.75,232,50,89,4,3,3,49.0,291,67.0,2,856,18,74,Yes,3,Placed,10.05
ST06178,21,Female,Rajasthan,AIML,Tier-2,7.45,66.54,194,30,57,4,0,2,239.0,696,33.0,4,1588,7,49,No,2,Placed,11.69
ST06179,21,Male,Maharashtra,Chemical,Tier-2,8.18,81.96,133,25,40,3,2,1,50.0,222,15.0,0,688,25,46,Yes,1,Placed,2.66
ST06180,21,Female,Tamil Nadu,Civil,Tier-2,7.34,83.33,107,47,50,8,3,4,76.0,247,25.0,3,489,26,47,Yes,2,Not Placed,0.0
ST06181,19,Male,Andhra Pradesh,ECE,Tier-3,6.15,63.63,187,22,80,2,1,3,58.0,498,23.0,3,949,18,65,No,0,Not Placed,0.0
ST06182,21,Male,Madhya Pradesh,Civil,Tier-3,7.9,82.12,182,36,72,3,1,4,78.0,307,35.0,0,857,22,66,Yes,2,Not Placed,0.0
ST06183,22,Female,Maharashtra,EEE,Tier-2,7.81,80.82,128,56,53,4,0,2,31.0,276,9.0,1,681,12,53,No,2,Not Placed,0.0
ST06184,22,Male,Tamil Nadu,Chemical,Tier-2,7.53,62.6,104,75,41,2,0,5,33.0,419,1.0,0,671,26,45,No,1,Not Placed,0.0
ST06185,20,Male,Andhra Pradesh,Mechanical,Tier-2,6.69,76.99,86,62,77,4,2,6,83.0,222,35.0,1,525,17,69,No,1,Placed,4.49
ST06186,22,Male,Rajasthan,Mechanical,Tier-1,9.07,73.92,245,50,77,7,2,6,87.0,546,60.0,4,790,31,66,No,3,Placed,8.86
ST06187,22,Female,Madhya Pradesh,AIML,Tier-1,8.42,86.65,328,65,65,4,0,1,96.0,1013,25.0,1,2275,27,66,No,2,Placed,23.78
ST06188,20,Female,Telangana,Mechanical,Tier-2,6.96,73.12,92,19,16,1,2,2,40.0,184,32.0,3,654,9,39,No,4,Placed,2.9
ST06189,22,Male,Haryana,Mechanical,Tier-1,8.96,95.34,223,45,66,2,0,4,63.0,466,46.0,1,1083,33,59,No,4,Placed,8.84
ST06190,21,Female,Delhi,CSE,Tier-2,8.66,76.75,235,42,67,7,0,4,97.0,1184,25.0,1,2030,12,61,No,1,Placed,20.97
ST06191,23,Female,Karnataka,CSE,Tier-1,7.58,69.19,277,33,60,6,4,9,67.0,736,47.0,2,2125,26,54,Yes,1,Placed,22.19
ST06192,20,Female,Andhra Pradesh,Civil,Tier-3,6.62,74.23,81,37,39,6,0,1,21.0,653,18.0,1,424,25,40,No,2,Not Placed,0.0
ST06193,20,Male,Tamil Nadu,Chemical,Tier-2,7.9,80.03,100,47,38,3,0,5,29.0,168,13.0,3,695,17,50,Yes,6,Not Placed,0.0
ST06194,21,Male,Gujarat,EEE,Tier-3,7.18,76.35,67,33,51,3,0,2,31.0,433,60.0,3,387,10,44,No,2,Not Placed,0.0
ST06195,19,Male,Tamil Nadu,CSE,Tier-3,9.64,77.58,198,55,29,5,0,5,220.0,611,37.0,2,1419,25,32,No,2,Placed,12.63
ST06196,21,Male,Tamil Nadu,ECE,Tier-3,6.47,75.56,77,22,56,3,0,0,18.0,243,28.0,2,506,19,53,No,2,Placed,4.69
ST06197,22,Male,Bihar,CSE,Tier-3,8.68,68.95,217,11,29,5,2,2,115.0,1000,0.0,2,1685,29,36,No,5,Placed,5.08
ST06198,20,Female,Madhya Pradesh,Civil,Tier-3,7.0,55.93,73,39,40,4,0,2,26.0,199,23.0,1,502,13,45,No,1,Not Placed,0.0
ST06199,21,Male,Telangana,CSE,Tier-2,7.3,75.32,217,44,41,3,2,5,77.0,403,28.0,1,1365,23,34,No,3,Placed,10.95
ST06200,25,Male,Rajasthan,IT,Tier-2,6.78,86.76,180,48,39,2,1,5,84.0,405,28.0,4,1336,6,33,No,2,Not Placed,0.0
ST06201,21,Male,Jharkhand,ECE,Tier-2,7.6,78.07,114,24,36,5,1,4,79.0,285,18.0,2,452,19,41,No,3,Not Placed,0.0
ST06202,21,Male,Maharashtra,Mechanical,Tier-2,6.76,65.65,79,17,75,0,0,4,,355,48.0,1,480,28,60,No,2,Not Placed,0.0
ST06203,21,Female,Delhi,Civil,Tier-2,7.3,70.55,96,12,53,5,0,2,22.0,531,34.0,2,723,11,49,No,1,Not Placed,0.0
ST06204,20,Male,Tamil Nadu,ECE,Tier-1,6.68,70.83,196,40,44,3,2,2,46.0,317,14.0,1,741,21,33,No,1,Placed,9.21
ST06205,20,Female,Punjab,CSE,Tier-1,6.05,62.47,286,22,73,5,2,1,165.0,992,41.0,9,1643,10,73,No,1,Placed,5.89
ST06206,22,Male,Maharashtra,CSE,Tier-2,7.31,65.9,216,30,44,4,2,6,71.0,387,49.0,2,1625,18,57,No,1,Placed,13.79
ST06207,21,Male,Punjab,EEE,Tier-3,8.46,79.15,144,53,70,5,2,3,73.0,260,43.0,2,745,15,59,No,4,Placed,5.5
ST06208,20,Female,Karnataka,CSE,Tier-3,7.56,76.65,216,59,41,5,1,1,78.0,317,1.0,0,1552,20,47,No,4,Not Placed,0.0
ST06209,19,Female,Telangana,EEE,Tier-2,7.35,66.45,105,32,49,5,0,5,42.0,262,42.0,2,622,28,35,No,2,Not Placed,0.0
ST06210,23,Male,Haryana,ECE,Tier-3,9.57,70.42,173,64,28,1,0,7,47.0,356,23.0,1,834,32,40,No,1,Not Placed,0.0
ST06211,19,Female,Maharashtra,IT,Tier-3,5.37,65.07,193,34,70,3,0,2,163.0,1379,31.0,4,1227,9,65,No,1,Not Placed,0.0
ST06212,22,Male,Bihar,AIML,Tier-3,7.58,70.63,182,60,35,4,2,1,117.0,630,,3,1664,20,30,No,4,Placed,8.3
ST06213,21,Male,Karnataka,Civil,Tier-3,6.6,74.9,111,39,41,0,0,1,55.0,281,42.0,2,741,11,39,No,4,Placed,2.25
ST06214,21,Male,Telangana,Mechanical,Tier-3,7.38,67.66,77,31,33,4,1,3,60.0,186,37.0,2,686,17,34,No,2,Not Placed,0.0
ST06215,20,Male,Rajasthan,ECE,Tier-3,6.68,72.91,79,27,32,4,0,6,39.0,399,26.0,2,465,20,40,No,4,Not Placed,0.0
ST06216,20,Female,Maharashtra,ECE,Tier-2,6.92,74.28,93,56,62,2,3,3,27.0,601,28.0,2,408,25,49,Yes,4,Not Placed,0.0
ST06217,21,Male,Delhi,IT,Tier-3,7.57,79.03,196,66,79,4,0,4,,966,29.0,1,1497,4,72,No,0,Not Placed,0.0
ST06218,22,Female,Telangana,IT,Tier-2,7.33,72.15,235,27,66,4,1,3,71.0,1408,41.0,2,1467,9,62,No,0,Placed,11.77
ST06219,20,Female,Delhi,Civil,Tier-3,6.72,65.95,86,12,22,4,0,2,63.0,324,0.0,0,338,21,37,No,2,Not Placed,0.0
ST06220,21,Male,West Bengal,ECE,Tier-3,6.2,66.98,109,38,63,3,0,0,53.0,454,34.0,1,581,0,62,No,0,Not Placed,0.0
ST06221,21,Male,Uttar Pradesh,CSE,Tier-2,8.14,73.95,213,28,54,1,3,0,135.0,471,42.0,2,1286,12,49,No,0,Placed,7.68
ST06222,20,Male,Tamil Nadu,Chemical,Tier-2,7.29,86.47,150,22,41,3,2,1,37.0,349,44.0,1,819,18,46,No,0,Not Placed,0.0
ST06223,21,Male,Karnataka,EEE,Tier-1,6.69,66.94,157,24,68,0,0,3,54.0,320,20.0,0,725,23,58,Yes,2,Placed,8.97
ST06224,20,Female,Bihar,CSE,Tier-2,6.05,81.81,183,24,44,7,0,4,123.0,488,33.0,1,1091,5,45,No,0,Not Placed,0.0
ST06225,21,Female,Uttar Pradesh,CSE,Tier-3,7.57,73.8,161,19,73,2,1,6,117.0,355,40.0,2,938,32,61,Yes,3,Placed,7.59
ST06226,19,Male,Tamil Nadu,IT,Tier-2,7.23,69.55,203,48,63,4,1,5,52.0,311,52.0,7,1645,16,57,No,0,Placed,9.11
ST06227,21,Male,Maharashtra,EEE,Tier-3,7.48,68.48,73,37,32,1,2,5,24.0,289,15.0,2,443,20,28,Yes,1,Not Placed,0.0
ST06228,20,Male,Rajasthan,Chemical,Tier-3,9.5,72.04,153,58,50,3,3,3,46.0,256,30.0,1,632,19,45,Yes,3,Placed,6.93
ST06229,21,Male,Andhra Pradesh,CSE,Tier-3,8.03,73.6,201,34,11,2,1,4,129.0,895,22.0,4,1315,21,33,No,1,Placed,5.65
ST06230,21,Male,Karnataka,IT,Tier-3,7.31,72.11,276,41,41,3,1,4,115.0,987,7.0,3,1688,15,34,No,2,Placed,6.57
ST06231,23,Male,Madhya Pradesh,AIML,Tier-2,6.06,68.67,235,30,72,5,1,2,87.0,881,22.0,4,1729,19,55,No,0,Placed,5.13
ST06232,21,Male,Bihar,ECE,Tier-2,8.87,93.04,368,55,77,4,1,6,97.0,536,12.0,1,1262,26,74,No,1,Placed,8.79
ST06233,22,Male,Kerala,Mechanical,Tier-2,7.56,83.03,310,26,47,1,0,3,67.0,539,56.0,0,1060,26,41,No,1,Placed,8.81
ST06234,20,Male,Andhra Pradesh,CSE,Tier-2,9.57,80.42,282,64,56,8,1,2,173.0,1097,49.0,1,1546,36,64,No,3,Placed,20.74
ST06235,21,Male,Uttar Pradesh,Chemical,Tier-1,7.05,68.88,142,37,66,4,2,6,43.0,250,28.0,2,841,11,54,Yes,2,Placed,7.77
ST06236,19,Male,Karnataka,AIML,Tier-2,6.4,59.75,206,24,70,3,2,5,109.0,908,31.0,2,1518,21,67,Yes,5,Placed,7.95
ST06237,21,Male,Uttar Pradesh,Mechanical,Tier-3,8.56,78.4,127,49,35,2,3,1,62.0,235,4.0,1,641,18,49,No,1,Placed,7.13
ST06238,22,Male,Delhi,EEE,Tier-3,7.56,80.27,206,55,67,1,1,2,51.0,396,18.0,2,1007,12,54,No,1,Placed,6.76
ST06239,23,Male,Karnataka,ECE,Tier-2,8.55,85.68,144,56,60,0,1,5,43.0,248,42.0,1,528,23,62,No,3,Placed,5.88
ST06240,21,Female,Telangana,Civil,Tier-2,6.46,65.9,126,45,59,4,3,4,32.0,313,52.0,0,504,5,51,Yes,2,Not Placed,0.0
ST06241,22,Male,Andhra Pradesh,EEE,Tier-2,6.45,60.29,104,34,60,1,1,2,27.0,325,45.0,2,605,24,49,No,3,Placed,6.72
ST06242,20,Male,Rajasthan,Mechanical,Tier-1,6.87,71.21,140,25,63,5,0,6,37.0,276,42.0,1,693,6,56,Yes,5,Placed,9.62
ST06243,19,Male,Maharashtra,EEE,Tier-1,5.39,69.76,123,25,80,3,1,2,29.0,265,57.0,1,611,1,67,No,3,Placed,4.74
ST06244,22,Male,Kerala,Mechanical,Tier-3,6.91,68.93,100,37,36,4,0,5,22.0,239,6.0,0,654,15,39,No,2,Not Placed,0.0
ST06245,20,Male,Telangana,CSE,Tier-3,5.76,70.88,148,43,34,4,0,1,66.0,299,59.0,4,1238,22,43,No,3,Placed,3.69
ST06246,19,Female,Delhi,EEE,Tier-3,7.41,72.07,73,29,42,5,0,2,30.0,279,0.0,1,745,20,41,Yes,3,Not Placed,0.0
ST06247,24,Female,Bihar,Civil,Tier-3,7.27,73.5,144,53,79,5,1,2,37.0,243,2.0,1,711,11,59,No,2,Placed,3.96
ST06248,24,Male,Karnataka,EEE,Tier-1,6.99,73.17,163,50,85,7,2,6,70.0,312,90.0,3,846,14,67,No,0,Placed,12.88
ST06249,21,Male,Kerala,Mechanical,Tier-2,7.93,74.03,229,60,45,1,1,4,72.0,345,32.0,3,882,24,57,No,1,Placed,7.25
ST06250,21,Female,Punjab,Chemical,Tier-2,7.64,64.61,144,51,52,1,1,2,42.0,546,13.0,0,498,7,46,No,0,Placed,8.55
ST06251,23,Male,Uttarakhand,CSE,Tier-1,8.88,86.04,292,48,55,4,2,9,231.0,1062,31.0,3,1397,28,54,Yes,2,Placed,42.89
ST06252,20,Male,Uttar Pradesh,Mechanical,Tier-2,9.07,74.02,146,42,60,3,2,0,46.0,283,26.0,0,680,23,60,No,5,Placed,2.24
ST06253,21,Female,Maharashtra,Civil,Tier-3,7.46,56.68,87,58,44,1,1,2,28.0,598,7.0,3,631,8,51,Yes,2,Not Placed,0.0
ST06254,21,Male,Maharashtra,CSE,Tier-2,7.87,73.45,352,49,47,5,1,8,224.0,769,0.0,3,1967,31,56,No,0,Placed,11.71
ST06255,23,Male,Punjab,CSE,Tier-3,7.85,76.72,175,22,45,3,1,2,84.0,375,9.0,4,1446,28,55,No,0,Not Placed,0.0
ST06256,23,Male,Karnataka,AIML,Tier-1,9.39,85.66,272,67,66,4,1,5,66.0,689,15.0,1,2238,31,60,No,1,Placed,10.25
ST06257,22,Male,Tamil Nadu,Civil,Tier-3,6.15,70.11,44,32,69,4,0,1,,244,36.0,3,728,9,76,Yes,3,Not Placed,0.0
ST06258,19,Other,Jharkhand,Chemical,Tier-2,7.02,71.97,111,42,49,3,1,2,53.0,472,26.0,2,711,7,39,Yes,2,Placed,3.11
ST06259,21,Male,Uttar Pradesh,Civil,Tier-3,6.18,69.8,122,57,52,2,1,1,38.0,477,14.0,0,682,3,51,No,2,Not Placed,0.0
ST06260,20,Male,Karnataka,ECE,Tier-2,6.97,66.32,157,35,70,3,1,3,76.0,371,45.0,2,967,21,66,Yes,1,Placed,6.85
ST06261,23,Male,Rajasthan,EEE,Tier-1,7.42,70.32,237,14,51,2,2,2,55.0,356,42.0,1,883,20,51,Yes,6,Placed,8.73
ST06262,20,Male,Tamil Nadu,CSE,Tier-2,6.75,76.73,179,38,58,5,2,5,102.0,813,21.0,5,1682,13,49,Yes,4,Placed,11.8
ST06263,19,Male,Andhra Pradesh,Chemical,Tier-2,7.85,70.56,103,35,66,9,2,2,56.0,368,40.0,2,1030,22,66,No,1,Placed,6.5
ST06264,22,Male,Karnataka,Chemical,Tier-2,7.93,75.34,127,39,65,4,2,7,75.0,434,43.0,2,557,17,64,No,2,Placed,8.03
ST06265,21,Male,Telangana,EEE,Tier-2,7.49,69.99,135,31,78,0,0,3,62.0,317,22.0,0,790,10,71,No,0,Not Placed,0.0
ST06266,23,Male,Maharashtra,CSE,Tier-3,7.62,68.97,169,20,57,3,1,5,106.0,418,23.0,5,1942,14,57,Yes,3,Placed,8.32
ST06267,19,Female,Punjab,Chemical,Tier-3,8.86,76.05,153,57,50,2,0,2,51.0,422,29.0,2,952,23,55,No,5,Placed,8.11
ST06268,22,Male,Uttar Pradesh,Civil,Tier-1,8.06,73.6,241,63,69,6,3,3,96.0,433,35.0,4,935,32,63,No,2,Placed,7.21
ST06269,19,Female,Tamil Nadu,Chemical,Tier-2,6.37,68.41,118,40,52,3,1,4,34.0,208,36.0,1,746,15,52,Yes,0,Placed,1.7
ST06270,18,Male,Uttarakhand,ECE,Tier-2,6.83,72.8,120,25,73,4,3,3,31.0,397,39.0,2,670,9,69,No,1,Placed,7.53
ST06271,21,Male,Haryana,IT,Tier-1,7.01,58.1,275,36,62,2,3,3,153.0,869,36.0,3,2095,21,45,No,3,Placed,21.55
ST06272,20,Female,Andhra Pradesh,IT,Tier-2,8.7,73.94,220,81,52,1,1,8,58.0,638,50.0,3,1890,32,56,No,1,Placed,10.72
ST06273,21,Female,Bihar,ECE,Tier-3,6.92,75.04,63,45,38,0,0,2,44.0,145,40.0,0,585,11,46,No,2,Not Placed,0.0
ST06274,18,Male,Karnataka,Civil,Tier-2,6.62,79.97,178,36,48,1,0,2,44.0,238,0.0,3,664,22,48,No,2,Not Placed,0.0
ST06275,19,Male,Andhra Pradesh,CSE,Tier-2,6.53,61.5,297,18,63,4,0,5,225.0,899,53.0,2,2071,17,64,No,2,Placed,10.8
ST06276,22,Female,Bihar,EEE,Tier-3,6.86,63.29,138,38,30,5,0,5,46.0,424,8.0,2,767,12,43,Yes,2,Placed,5.41
ST06277,20,Male,Andhra Pradesh,Civil,Tier-3,6.83,72.37,57,31,43,0,0,2,53.0,182,56.0,3,536,2,50,Yes,3,Not Placed,0.0
ST06278,22,Male,Tamil Nadu,AIML,Tier-2,6.85,78.02,240,46,49,1,1,3,64.0,911,24.0,1,1233,8,45,No,3,Not Placed,0.0
ST06279,22,Male,Haryana,ECE,Tier-1,8.49,70.84,312,45,72,2,0,7,97.0,573,42.0,1,981,15,60,No,1,Placed,10.64
ST06280,19,Female,Karnataka,Mechanical,Tier-2,9.94,59.02,949,95,89,13,4,2,395.0,1578,43.0,1,1817,5,56,No,2,Placed,40.92
ST06281,22,Male,Karnataka,ECE,Tier-3,7.28,73.94,84,57,71,4,0,4,27.0,222,44.0,2,590,0,69,No,2,Placed,3.99
ST06282,20,Male,Rajasthan,ECE,Tier-3,7.99,68.51,181,21,38,5,0,3,41.0,328,19.0,3,811,25,36,No,2,Placed,3.6
ST06283,21,Female,Maharashtra,Mechanical,Tier-1,8.45,87.08,194,52,75,4,1,5,45.0,311,40.0,2,598,12,65,Yes,4,Placed,5.34
ST06284,19,Male,Maharashtra,CSE,Tier-3,6.83,69.99,200,56,53,2,0,7,198.0,740,17.0,1,1516,21,61,No,2,Placed,5.46
ST06285,23,Female,Uttar Pradesh,Mechanical,Tier-2,8.52,68.06,239,60,54,5,2,5,70.0,410,37.0,2,961,24,50,No,3,Placed,8.72
ST06286,21,Male,Uttar Pradesh,Civil,Tier-1,7.73,67.45,278,12,74,5,0,2,71.0,392,78.0,1,1177,20,64,No,2,Placed,6.92
ST06287,21,Female,Telangana,CSE,Tier-1,7.25,73.15,237,63,43,3,0,3,142.0,901,77.0,4,1370,23,49,No,0,Placed,12.37
ST06288,24,Male,Rajasthan,CSE,Tier-1,8.52,73.87,333,27,55,3,3,4,250.0,1060,9.0,3,2114,16,52,Yes,7,Placed,38.91
ST06289,20,Male,Andhra Pradesh,CSE,Tier-1,8.08,75.5,303,20,47,6,3,11,145.0,548,0.0,2,1761,19,36,Yes,5,Placed,12.13
ST06290,23,Male,Gujarat,Mechanical,Tier-2,7.75,94.18,134,19,75,3,0,5,32.0,332,62.0,0,664,9,61,No,1,Placed,4.26
ST06291,22,Female,Maharashtra,IT,Tier-3,7.04,64.13,157,45,62,4,1,1,359.0,875,14.0,0,873,28,54,No,3,Placed,11.84
ST06292,24,Male,Tamil Nadu,ECE,Tier-3,7.35,77.72,131,27,33,2,0,0,31.0,265,35.0,1,762,13,34,No,2,Not Placed,0.0
